"Date","Price","Open","High","Low","Vol.","Change %"
"01/16/2018","6,737.14","6,807.85","6,835.79","6,719.11","196.08M","-0.32%"
"01/12/2018","6,758.54","6,699.32","6,763.98","6,695.52","160.68M","0.75%"
"01/11/2018","6,708.49","6,675.69","6,708.49","6,664.74","136.26M","0.69%"
"01/10/2018","6,662.66","6,640.66","6,663.51","6,619.35","153.38M","-0.23%"
"01/09/2018","6,677.94","6,692.87","6,696.12","6,658.27","146.93M","0.02%"
"01/08/2018","6,676.63","6,651.68","6,680.32","6,649.20","150.38M","0.35%"
"01/05/2018","6,653.29","6,613.12","6,654.98","6,605.03","152.65M","1.04%"
"01/04/2018","6,584.58","6,595.75","6,603.17","6,576.92","153.92M","0.13%"
"01/03/2018","6,575.80","6,520.03","6,579.25","6,519.26","170.11M","0.99%"
"01/02/2018","6,511.34","6,431.59","6,513.02","6,417.75","149.67M","1.80%"
"12/29/2017","6,396.42","6,439.90","6,442.53","6,396.42","131.70M","-0.70%"
"12/28/2017","6,441.42","6,449.52","6,452.07","6,432.68","77.62M","0.10%"
"12/27/2017","6,435.15","6,437.06","6,448.94","6,425.92","90.87M","0.03%"
"12/26/2017","6,433.16","6,427.32","6,438.24","6,407.99","93.22M","-0.50%"
"12/22/2017","6,465.17","6,462.55","6,467.83","6,449.00","114.35M","-0.12%"
"12/21/2017","6,472.69","6,481.08","6,501.52","6,467.78","143.80M","0.00%"
"12/20/2017","6,472.48","6,504.55","6,504.55","6,447.93","150.89M","-0.13%"
"12/19/2017","6,480.67","6,505.35","6,510.87","6,462.79","163.38M","-0.50%"
"12/18/2017","6,513.27","6,504.89","6,522.70","6,495.18","180.70M","0.73%"
"12/15/2017","6,466.32","6,405.15","6,470.92","6,405.03","453.90M","1.20%"
"12/14/2017","6,389.91","6,407.26","6,423.68","6,386.25","159.48M","-0.07%"
"12/13/2017","6,394.67","6,405.41","6,416.83","6,388.41","160.53M","0.17%"
"12/12/2017","6,383.65","6,389.47","6,403.50","6,371.69","146.18M","-0.16%"
"12/11/2017","6,393.89","6,351.24","6,394.43","6,347.91","147.88M","0.78%"
"12/08/2017","6,344.57","6,364.60","6,377.55","6,335.23","143.54M","0.45%"
"12/07/2017","6,316.28","6,300.64","6,333.29","6,290.65","160.70M","0.37%"
"12/06/2017","6,293.05","6,243.72","6,304.10","6,234.22","159.63M","0.45%"
"12/05/2017","6,265.11","6,242.47","6,337.06","6,235.77","188.40M","0.02%"
"12/04/2017","6,263.70","6,380.68","6,380.77","6,256.81","231.06M","-1.17%"
"12/01/2017","6,337.87","6,325.61","6,365.30","6,244.84","200.42M","-0.43%"
"11/30/2017","6,365.56","6,337.34","6,374.19","6,321.43","273.43M","0.86%"
"11/29/2017","6,311.38","6,412.69","6,412.69","6,279.36","229.23M","-1.73%"
"11/28/2017","6,422.56","6,419.48","6,426.04","6,385.32","142.71M","0.26%"
"11/27/2017","6,405.97","6,409.52","6,420.21","6,392.01","142.21M","-0.05%"
"11/24/2017","6,409.29","6,393.33","6,410.77","6,389.40","66.10M","0.36%"
"11/22/2017","6,386.12","6,384.13","6,391.16","6,371.74","118.18M","0.12%"
"11/21/2017","6,378.63","6,336.91","6,380.07","6,336.26","141.12M","1.11%"
"11/20/2017","6,308.61","6,319.57","6,324.59","6,301.88","138.53M","-0.09%"
"11/17/2017","6,314.51","6,343.64","6,345.56","6,308.48","178.70M","-0.39%"
"11/16/2017","6,339.14","6,293.46","6,352.47","6,293.46","161.76M","1.29%"
"11/15/2017","6,258.36","6,261.27","6,276.80","6,227.99","140.41M","-0.56%"
"11/14/2017","6,293.64","6,293.32","6,300.46","6,263.77","140.57M","-0.36%"
"11/13/2017","6,316.18","6,286.01","6,325.18","6,285.97","132.51M","0.11%"
"11/10/2017","6,309.07","6,297.15","6,313.17","6,284.22","144.76M","-0.05%"
"11/09/2017","6,312.21","6,295.29","6,315.16","6,248.29","158.49M","-0.53%"
"11/08/2017","6,345.81","6,319.03","6,346.98","6,308.62","141.71M","0.40%"
"11/07/2017","6,320.78","6,314.69","6,328.58","6,299.53","154.91M","0.11%"
"11/06/2017","6,313.61","6,292.15","6,318.58","6,291.84","177.24M","0.29%"
"11/03/2017","6,295.58","6,266.19","6,297.62","6,237.65","186.53M","0.95%"
"11/02/2017","6,236.39","6,238.30","6,243.74","6,194.58","181.17M","-0.20%"
"11/01/2017","6,248.65","6,274.26","6,276.66","6,224.58","173.75M","0.00%"
"10/31/2017","6,248.56","6,241.88","6,258.42","6,229.15","184.35M","0.34%"
"10/30/2017","6,227.59","6,209.80","6,250.85","6,202.53","170.61M","0.23%"
"10/27/2017","6,213.47","6,138.23","6,223.52","6,129.80","234.21M","2.91%"
"10/26/2017","6,037.87","6,056.05","6,066.61","6,035.95","180.53M","-0.28%"
"10/25/2017","6,055.04","6,069.35","6,087.58","6,011.24","161.40M","-0.41%"
"10/24/2017","6,080.22","6,078.02","6,090.89","6,057.69","130.86M","0.20%"
"10/23/2017","6,067.83","6,122.24","6,122.24","6,061.08","147.61M","-0.67%"
"10/20/2017","6,108.82","6,114.46","6,122.56","6,102.16","175.70M","0.27%"
"10/19/2017","6,092.62","6,074.28","6,092.87","6,051.47","148.80M","-0.36%"
"10/18/2017","6,114.35","6,128.91","6,129.49","6,106.85","122.69M","-0.13%"
"10/17/2017","6,122.61","6,111.32","6,122.82","6,103.66","120.62M","0.13%"
"10/16/2017","6,114.53","6,108.66","6,115.53","6,095.63","120.83M","0.36%"
"10/13/2017","6,092.45","6,094.72","6,100.06","6,087.02","133.12M","0.37%"
"10/12/2017","6,069.99","6,072.21","6,093.76","6,063.47","167.14M","-0.19%"
"10/11/2017","6,081.25","6,062.73","6,082.25","6,052.44","139.63M","0.29%"
"10/10/2017","6,063.52","6,078.27","6,084.14","6,036.72","127.91M","0.08%"
"10/09/2017","6,058.53","6,071.96","6,078.81","6,051.33","111.23M","-0.10%"
"10/06/2017","6,064.57","6,037.44","6,064.67","6,037.02","124.69M","0.12%"
"10/05/2017","6,057.14","6,018.27","6,059.21","6,014.77","129.61M","0.97%"
"10/04/2017","5,998.84","5,983.31","6,009.81","5,976.12","131.19M","0.06%"
"10/03/2017","5,995.06","5,986.85","5,999.19","5,976.65","110.68M","0.22%"
"10/02/2017","5,981.92","5,988.96","6,005.20","5,955.83","138.81M","0.04%"
"09/29/2017","5,979.30","5,941.78","5,980.22","5,930.82","154.02M","0.78%"
"09/28/2017","5,933.07","5,920.65","5,939.22","5,908.62","133.28M","-0.08%"
"09/27/2017","5,937.79","5,912.96","5,957.75","5,900.35","153.00M","0.96%"
"09/26/2017","5,881.34","5,893.18","5,908.47","5,862.99","143.23M","0.24%"
"09/25/2017","5,867.35","5,904.06","5,908.57","5,839.89","178.89M","-1.10%"
"09/22/2017","5,932.32","5,912.19","5,937.59","5,911.48","124.24M","-0.04%"
"09/21/2017","5,934.91","5,965.60","5,965.60","5,915.74","128.27M","-0.65%"
"09/20/2017","5,973.60","5,987.72","5,994.53","5,927.70","156.21M","-0.29%"
"09/19/2017","5,991.08","5,991.93","5,998.24","5,971.17","140.79M","0.17%"
"09/18/2017","5,981.12","5,997.51","6,012.95","5,963.17","145.99M","-0.11%"
"09/15/2017","5,988.00","5,965.66","6,009.44","5,957.85","396.34M","0.32%"
"09/14/2017","5,968.82","5,981.85","5,997.23","5,965.06","139.00M","-0.59%"
"09/13/2017","6,004.38","5,982.85","6,004.47","5,974.88","137.28M","0.15%"
"09/12/2017","5,995.64","5,998.74","6,002.97","5,968.09","146.38M","0.25%"
"09/11/2017","5,980.52","5,962.35","5,990.87","5,960.87","148.24M","1.14%"
"09/08/2017","5,913.37","5,957.19","5,958.81","5,907.96","134.44M","-0.85%"
"09/07/2017","5,964.31","5,960.44","5,980.15","5,943.89","144.20M","0.22%"
"09/06/2017","5,951.13","5,949.54","5,964.38","5,909.92","142.86M","0.31%"
"09/05/2017","5,932.73","5,966.64","5,980.91","5,890.25","150.87M","-0.92%"
"09/01/2017","5,987.90","6,001.82","6,009.61","5,972.27","111.43M","-0.01%"
"08/31/2017","5,988.60","5,948.74","5,995.44","5,945.95","169.62M","0.94%"
"08/30/2017","5,932.90","5,870.88","5,940.57","5,865.34","135.77M","1.21%"
"08/29/2017","5,862.14","5,785.29","5,871.79","5,785.22","113.41M","0.41%"
"08/28/2017","5,838.08","5,839.27","5,852.80","5,821.87","124.59M","0.27%"
"08/25/2017","5,822.53","5,854.31","5,870.47","5,815.60","122.15M","-0.20%"
"08/24/2017","5,834.44","5,863.99","5,871.87","5,802.77","130.42M","-0.30%"
"08/23/2017","5,851.78","5,842.16","5,864.78","5,840.71","121.32M","-0.37%"
"08/22/2017","5,873.33","5,817.29","5,879.00","5,817.02","123.97M","1.50%"
"08/21/2017","5,786.54","5,791.04","5,804.30","5,750.50","134.84M","-0.08%"
"08/18/2017","5,790.91","5,803.90","5,831.08","5,770.14","169.51M","-0.09%"
"08/17/2017","5,796.32","5,896.31","5,903.86","5,796.32","164.72M","-2.05%"
"08/16/2017","5,917.42","5,920.68","5,944.98","5,899.56","133.36M","0.16%"
"08/15/2017","5,907.73","5,917.29","5,919.75","5,893.85","128.17M","-0.01%"
"08/14/2017","5,908.17","5,878.64","5,916.33","5,878.00","146.32M","1.31%"
"08/11/2017","5,831.53","5,792.32","5,844.61","5,785.26","144.43M","0.75%"
"08/10/2017","5,788.19","5,880.14","5,887.27","5,783.36","173.81M","-2.22%"
"08/09/2017","5,919.39","5,879.55","5,920.96","5,866.17","145.30M","-0.12%"
"08/08/2017","5,926.35","5,922.64","5,972.93","5,910.50","147.06M","-0.14%"
"08/07/2017","5,934.73","5,909.45","5,936.79","5,903.75","127.12M","0.59%"
"08/04/2017","5,899.90","5,899.69","5,912.56","5,877.06","143.11M","0.15%"
"08/03/2017","5,891.20","5,915.73","5,917.47","5,879.72","148.83M","-0.39%"
"08/02/2017","5,914.23","5,934.07","5,936.15","5,859.62","178.27M","0.32%"
"08/01/2017","5,895.17","5,900.64","5,905.29","5,880.45","144.47M","0.25%"
"07/31/2017","5,880.33","5,928.69","5,932.37","5,871.79","187.75M","-0.48%"
"07/28/2017","5,908.92","5,883.70","5,918.31","5,868.92","158.39M","-0.14%"
"07/27/2017","5,917.03","5,994.02","5,995.77","5,847.05","243.14M","-0.57%"
"07/26/2017","5,950.73","5,944.16","5,954.38","5,939.17","145.01M","0.34%"
"07/25/2017","5,930.65","5,927.10","5,945.06","5,916.29","147.88M","-0.18%"
"07/24/2017","5,941.37","5,920.93","5,950.57","5,912.74","141.03M","0.34%"
"07/21/2017","5,921.52","5,905.60","5,921.52","5,890.25","162.46M","0.01%"
"07/20/2017","5,921.22","5,929.58","5,932.61","5,896.61","144.93M","0.09%"
"07/19/2017","5,916.16","5,898.40","5,922.37","5,895.53","145.63M","0.61%"
"07/18/2017","5,880.10","5,832.92","5,880.55","5,818.20","123.42M","0.69%"
"07/17/2017","5,839.74","5,845.82","5,860.64","5,830.25","125.58M","0.03%"
"07/14/2017","5,838.08","5,815.04","5,844.80","5,799.85","123.65M","0.77%"
"07/13/2017","5,793.36","5,785.32","5,806.18","5,776.62","140.45M","0.25%"
"07/12/2017","5,778.95","5,757.19","5,785.00","5,749.65","143.96M","1.21%"
"07/11/2017","5,709.80","5,687.03","5,717.91","5,667.27","133.08M","0.27%"
"07/10/2017","5,694.15","5,662.71","5,708.61","5,650.26","136.24M","0.67%"
"07/07/2017","5,656.47","5,618.85","5,673.02","5,618.85","130.79M","1.05%"
"07/06/2017","5,597.90","5,606.42","5,628.84","5,579.64","161.64M","-0.90%"
"07/05/2017","5,648.82","5,611.00","5,663.60","5,593.66","164.30M","0.93%"
"07/03/2017","5,596.96","5,680.36","5,684.98","5,592.53","103.40M","-0.88%"
"06/30/2017","5,646.92","5,676.40","5,681.90","5,637.74","192.49M","-0.11%"
"06/29/2017","5,653.02","5,723.31","5,723.66","5,599.44","181.77M","-1.74%"
"06/28/2017","5,753.03","5,693.48","5,757.23","5,660.53","147.74M","1.44%"
"06/27/2017","5,671.60","5,752.72","5,761.04","5,671.60","173.25M","-1.83%"
"06/26/2017","5,777.59","5,832.31","5,845.15","5,765.87","142.52M","-0.44%"
"06/23/2017","5,803.10","5,775.03","5,810.31","5,759.70","278.84M","0.40%"
"06/22/2017","5,779.87","5,787.44","5,802.46","5,767.87","145.41M","-0.04%"
"06/21/2017","5,782.39","5,740.58","5,784.92","5,737.01","149.16M","0.98%"
"06/20/2017","5,726.31","5,762.99","5,772.17","5,725.01","150.25M","-0.80%"
"06/19/2017","5,772.22","5,729.54","5,776.36","5,724.49","152.06M","1.60%"
"06/16/2017","5,681.48","5,694.21","5,695.74","5,656.62","544.04M","-0.34%"
"06/15/2017","5,700.89","5,661.36","5,707.37","5,634.58","171.75M","-0.46%"
"06/14/2017","5,727.07","5,774.12","5,774.19","5,682.35","177.99M","-0.43%"
"06/13/2017","5,751.82","5,740.21","5,760.54","5,709.17","236.56M","0.76%"
"06/12/2017","5,708.18","5,677.16","5,716.20","5,633.34","257.94M","-0.59%"
"06/09/2017","5,741.94","5,891.66","5,897.69","5,657.76","273.59M","-2.44%"
"06/08/2017","5,885.30","5,894.75","5,895.18","5,852.65","175.68M","0.13%"
"06/07/2017","5,877.59","5,871.77","5,883.19","5,845.96","141.27M","0.36%"
"06/06/2017","5,856.77","5,869.48","5,890.88","5,848.32","141.13M","-0.36%"
"06/05/2017","5,878.12","5,881.22","5,888.92","5,871.09","125.50M","-0.06%"
"06/02/2017","5,881.46","5,834.41","5,881.46","5,825.74","157.72M","1.12%"
"06/01/2017","5,816.51","5,804.16","5,816.60","5,779.89","144.79M","0.48%"
"05/31/2017","5,788.80","5,812.97","5,813.26","5,762.56","228.65M","-0.10%"
"05/30/2017","5,794.63","5,785.38","5,799.98","5,781.37","135.40M","0.11%"
"05/26/2017","5,788.36","5,782.17","5,790.19","5,771.71","120.98M","0.17%"
"05/25/2017","5,778.37","5,748.29","5,793.13","5,738.82","139.71M","0.84%"
"05/24/2017","5,730.30","5,720.83","5,732.57","5,705.17","132.82M","0.47%"
"05/23/2017","5,703.35","5,714.94","5,716.55","5,690.20","144.39M","0.07%"
"05/22/2017","5,699.40","5,662.95","5,701.05","5,661.59","144.23M","0.85%"
"05/19/2017","5,651.56","5,640.71","5,673.63","5,640.68","199.15M","0.45%"
"05/18/2017","5,626.31","5,569.81","5,645.08","5,568.47","187.64M","0.82%"
"05/17/2017","5,580.55","5,673.62","5,688.74","5,578.16","207.60M","-2.51%"
"05/16/2017","5,724.44","5,715.15","5,724.71","5,699.41","142.39M","0.35%"
"05/15/2017","5,704.48","5,687.97","5,706.61","5,683.10","156.53M","0.31%"
"05/12/2017","5,686.81","5,683.58","5,687.42","5,672.03","135.43M","0.22%"
"05/11/2017","5,674.22","5,662.59","5,675.49","5,637.40","155.48M","-0.13%"
"05/10/2017","5,681.68","5,681.33","5,683.64","5,661.44","156.99M","0.06%"
"05/09/2017","5,678.31","5,667.98","5,691.21","5,664.00","149.96M","0.34%"
"05/08/2017","5,659.07","5,649.18","5,659.07","5,638.00","155.23M","0.23%"
"05/05/2017","5,646.09","5,640.78","5,646.09","5,619.60","131.84M","0.35%"
"05/04/2017","5,626.32","5,623.57","5,633.49","5,606.05","147.07M","0.02%"
"05/03/2017","5,625.16","5,624.88","5,629.78","5,608.16","164.71M","-0.34%"
"05/02/2017","5,644.07","5,642.41","5,645.08","5,625.49","157.85M","0.26%"
"05/01/2017","5,629.63","5,602.44","5,640.48","5,600.31","145.11M","0.83%"
"04/28/2017","5,583.53","5,598.47","5,600.00","5,575.20","195.39M","0.22%"
"04/27/2017","5,571.28","5,555.27","5,573.26","5,551.55","162.71M","0.54%"
"04/26/2017","5,541.09","5,553.60","5,563.97","5,537.99","148.80M","-0.13%"
"04/25/2017","5,548.19","5,523.48","5,557.93","5,521.52","152.60M","0.73%"
"04/24/2017","5,508.03","5,503.27","5,513.57","5,494.46","157.48M","1.21%"
"04/21/2017","5,442.05","5,447.27","5,450.81","5,430.22","160.78M","-0.03%"
"04/20/2017","5,443.53","5,422.47","5,455.88","5,413.31","144.92M","0.81%"
"04/19/2017","5,399.64","5,416.30","5,431.00","5,392.27","138.28M","0.15%"
"04/18/2017","5,391.66","5,383.73","5,405.54","5,377.91","113.38M","-0.14%"
"04/17/2017","5,399.20","5,369.21","5,399.20","5,367.59","111.92M","0.85%"
"04/13/2017","5,353.59","5,370.69","5,398.99","5,353.59","121.14M","-0.44%"
"04/12/2017","5,377.03","5,394.61","5,399.55","5,370.24","137.17M","-0.40%"
"04/11/2017","5,398.40","5,413.91","5,422.79","5,359.14","143.45M","-0.43%"
"04/10/2017","5,421.68","5,423.57","5,442.71","5,406.58","118.10M","0.06%"
"04/07/2017","5,418.37","5,420.94","5,434.18","5,400.08","120.95M","-0.05%"
"04/06/2017","5,420.88","5,423.65","5,435.06","5,407.87","133.50M","0.04%"
"04/05/2017","5,418.52","5,447.27","5,479.86","5,409.04","150.09M","-0.40%"
"04/04/2017","5,440.41","5,415.53","5,441.34","5,415.30","128.46M","0.15%"
"04/03/2017","5,432.20","5,440.20","5,453.44","5,403.31","153.34M","-0.07%"
"03/31/2017","5,436.23","5,430.99","5,451.50","5,427.50","150.89M","-0.06%"
"03/30/2017","5,439.74","5,430.31","5,446.51","5,425.30","109.71M","0.17%"
"03/29/2017","5,430.27","5,410.14","5,433.36","5,405.10","118.70M","0.43%"
"03/28/2017","5,407.21","5,371.90","5,422.25","5,363.29","130.75M","0.61%"
"03/27/2017","5,374.27","5,320.96","5,383.22","5,316.02","137.81M","0.19%"
"03/24/2017","5,363.99","5,376.74","5,392.28","5,345.94","166.79M","0.17%"
"03/23/2017","5,355.14","5,356.71","5,375.43","5,346.30","136.04M","-0.23%"
"03/22/2017","5,367.56","5,332.64","5,372.27","5,327.25","138.37M","0.66%"
"03/21/2017","5,332.53","5,433.28","5,439.58","5,328.71","175.49M","-1.49%"
"03/20/2017","5,413.31","5,406.02","5,426.47","5,400.16","117.76M","0.08%"
"03/17/2017","5,408.76","5,413.47","5,423.28","5,406.81","384.11M","-0.06%"
"03/16/2017","5,412.08","5,421.46","5,423.66","5,399.27","130.54M","-0.08%"
"03/15/2017","5,416.25","5,392.48","5,426.84","5,375.88","151.18M","0.63%"
"03/14/2017","5,382.17","5,382.79","5,384.88","5,360.70","119.14M","-0.23%"
"03/13/2017","5,394.57","5,387.73","5,396.39","5,382.02","139.57M","0.16%"
"03/10/2017","5,385.90","5,390.46","5,394.66","5,364.10","158.12M","0.41%"
"03/09/2017","5,363.98","5,355.78","5,370.66","5,336.08","132.85M","0.08%"
"03/08/2017","5,359.81","5,351.35","5,375.77","5,348.73","137.58M","0.16%"
"03/07/2017","5,351.28","5,348.20","5,373.26","5,341.43","135.71M","-0.17%"
"03/06/2017","5,360.31","5,352.61","5,368.27","5,338.61","136.05M","-0.25%"
"03/03/2017","5,373.48","5,355.21","5,373.48","5,344.48","132.00M","0.19%"
"03/02/2017","5,363.26","5,386.34","5,387.73","5,355.53","143.01M","-0.51%"
"03/01/2017","5,390.99","5,368.65","5,398.43","5,355.38","156.94M","1.14%"
"02/28/2017","5,330.31","5,344.18","5,347.47","5,316.70","174.92M","-0.32%"
"02/27/2017","5,347.55","5,330.56","5,347.88","5,322.14","135.62M","0.08%"
"02/24/2017","5,343.31","5,305.23","5,343.31","5,304.01","147.75M","0.21%"
"02/23/2017","5,332.37","5,358.03","5,358.53","5,309.99","142.76M","-0.37%"
"02/22/2017","5,352.13","5,345.18","5,354.73","5,335.80","138.10M","0.03%"
"02/21/2017","5,350.73","5,334.57","5,353.16","5,330.47","154.40M","0.49%"
"02/17/2017","5,324.72","5,295.49","5,324.72","5,291.70","183.46M","0.45%"
"02/16/2017","5,300.64","5,306.38","5,316.79","5,287.54","151.91M","-0.03%"
"02/15/2017","5,302.39","5,266.12","5,304.34","5,264.44","148.49M","0.59%"
"02/14/2017","5,271.07","5,251.36","5,271.10","5,238.69","149.29M","0.27%"
"02/13/2017","5,256.82","5,242.49","5,262.42","5,241.00","133.12M","0.58%"
"02/10/2017","5,226.69","5,219.81","5,234.27","5,212.84","158.44M","0.28%"
"02/09/2017","5,212.16","5,200.17","5,221.62","5,196.07","156.63M","0.30%"
"02/08/2017","5,196.58","5,176.50","5,201.57","5,168.98","151.24M","0.21%"
"02/07/2017","5,185.88","5,178.85","5,196.27","5,174.34","140.08M","0.35%"
"02/06/2017","5,167.96","5,154.18","5,167.96","5,148.06","134.53M","0.12%"
"02/03/2017","5,161.60","5,153.61","5,165.47","5,147.58","128.65M","0.27%"
"02/02/2017","5,147.70","5,141.27","5,162.56","5,128.76","156.58M","-0.10%"
"02/01/2017","5,152.69","5,157.83","5,162.46","5,128.90","180.50M","0.70%"
"01/31/2017","5,116.77","5,107.47","5,116.80","5,086.33","164.56M","-0.24%"
"01/30/2017","5,129.33","5,146.41","5,146.88","5,098.34","148.59M","-0.75%"
"01/27/2017","5,168.06","5,169.49","5,172.43","5,150.18","159.04M","0.22%"
"01/26/2017","5,156.92","5,164.12","5,168.20","5,148.85","186.33M","0.11%"
"01/25/2017","5,151.47","5,132.87","5,153.18","5,129.00","168.42M","0.99%"
"01/24/2017","5,101.06","5,079.61","5,108.22","5,068.37","146.69M","0.70%"
"01/23/2017","5,065.70","5,055.97","5,073.24","5,035.49","155.91M","0.05%"
"01/20/2017","5,063.20","5,070.15","5,085.34","5,050.02","182.46M","0.24%"
"01/19/2017","5,051.17","5,061.10","5,078.41","5,041.21","144.68M","-0.09%"
"01/18/2017","5,055.85","5,050.26","5,058.20","5,039.18","128.66M","0.22%"
"01/17/2017","5,044.65","5,043.07","5,053.20","5,029.61","137.77M","-0.29%"
"01/13/2017","5,059.51","5,047.56","5,066.95","5,045.92","115.81M","0.36%"
"01/12/2017","5,041.43","5,029.28","5,044.36","4,995.07","115.24M","-0.17%"
"01/11/2017","5,050.21","5,033.88","5,050.21","5,012.65","143.04M","0.30%"
"01/10/2017","5,035.17","5,027.50","5,049.83","5,016.19","140.06M","0.20%"
"01/09/2017","5,024.90","5,013.82","5,033.32","5,009.45","140.37M","0.36%"
"01/06/2017","5,007.08","4,973.87","5,020.70","4,957.82","131.38M","0.85%"
"01/05/2017","4,964.95","4,936.35","4,967.90","4,935.34","140.49M","0.56%"
"01/04/2017","4,937.20","4,920.79","4,944.74","4,919.80","141.13M","0.53%"
"01/03/2017","4,911.33","4,900.85","4,928.49","4,884.52","152.44M","0.98%"
"12/30/2016","4,863.62","4,925.36","4,927.16","4,853.93","147.63M","-1.11%"
"12/29/2016","4,918.28","4,923.93","4,933.71","4,903.28","91.50M","-0.16%"
"12/28/2016","4,926.29","4,976.42","4,978.43","4,922.09","99.57M","-0.80%"
"12/27/2016","4,965.81","4,948.92","4,992.08","4,947.59","86.84M","0.52%"
"12/23/2016","4,940.02","4,927.53","4,940.04","4,922.94","77.21M","0.11%"
"12/22/2016","4,934.39","4,948.36","4,948.36","4,917.33","128.69M","-0.29%"
"12/21/2016","4,948.90","4,952.07","4,957.45","4,938.24","106.37M","-0.10%"
"12/20/2016","4,953.80","4,948.34","4,961.55","4,944.32","122.29M","0.38%"
"12/19/2016","4,934.85","4,919.16","4,963.00","4,911.75","128.92M","0.41%"
"12/16/2016","4,914.86","4,945.04","4,952.14","4,904.38","360.12M","-0.38%"
"12/15/2016","4,933.41","4,925.65","4,959.90","4,919.81","165.26M","0.25%"
"12/14/2016","4,921.22","4,943.64","4,955.25","4,910.76","172.98M","-0.30%"
"12/13/2016","4,935.84","4,893.65","4,960.48","4,890.15","162.84M","1.26%"
"12/12/2016","4,874.30","4,878.04","4,882.98","4,854.27","148.96M","-0.44%"
"12/09/2016","4,895.90","4,878.54","4,897.24","4,877.18","145.40M","0.76%"
"12/08/2016","4,859.19","4,849.75","4,869.56","4,843.04","147.87M","0.15%"
"12/07/2016","4,851.94","4,778.86","4,854.32","4,765.44","185.41M","1.32%"
"12/06/2016","4,788.67","4,786.06","4,796.58","4,769.39","139.28M","0.22%"
"12/05/2016","4,778.14","4,762.34","4,795.28","4,743.53","156.27M","0.82%"
"12/02/2016","4,739.37","4,734.38","4,759.03","4,721.41","166.51M","0.11%"
"12/01/2016","4,734.10","4,806.77","4,810.44","4,723.57","192.25M","-1.59%"
"11/30/2016","4,810.81","4,876.30","4,880.76","4,810.81","224.93M","-1.28%"
"11/29/2016","4,873.21","4,859.85","4,896.57","4,848.89","155.91M","0.33%"
"11/28/2016","4,857.02","4,861.73","4,878.87","4,852.71","135.38M","-0.27%"
"11/25/2016","4,870.02","4,861.47","4,870.90","4,853.04","69.88M","0.33%"
"11/23/2016","4,853.86","4,856.72","4,859.66","4,832.59","133.25M","-0.41%"
"11/22/2016","4,873.84","4,876.92","4,884.63","4,861.07","153.95M","0.31%"
"11/21/2016","4,859.00","4,822.03","4,862.23","4,819.57","148.18M","1.06%"
"11/18/2016","4,808.04","4,832.81","4,840.81","4,804.44","171.17M","-0.38%"
"11/17/2016","4,826.59","4,789.78","4,826.75","4,781.72","159.45M","0.72%"
"11/16/2016","4,792.27","4,745.03","4,794.57","4,742.94","158.19M","0.58%"
"11/15/2016","4,764.47","4,733.57","4,778.65","4,727.98","178.77M","1.33%"
"11/14/2016","4,702.05","4,752.61","4,753.27","4,677.41","202.04M","-1.05%"
"11/11/2016","4,751.95","4,729.14","4,759.82","4,711.96","197.42M","0.10%"
"11/10/2016","4,747.03","4,849.71","4,855.79","4,685.74","264.14M","-1.62%"
"11/09/2016","4,825.18","4,748.90","4,832.94","4,747.35","257.37M","0.42%"
"11/08/2016","4,804.92","4,766.48","4,824.97","4,757.24","142.37M","0.65%"
"11/07/2016","4,773.73","4,737.98","4,777.06","4,731.79","169.86M","2.43%"
"11/04/2016","4,660.46","4,647.59","4,697.94","4,647.59","182.45M","-0.40%"
"11/03/2016","4,679.10","4,718.53","4,732.20","4,673.05","164.42M","-1.01%"
"11/02/2016","4,726.91","4,764.83","4,773.65","4,717.56","163.19M","-0.84%"
"11/01/2016","4,766.94","4,810.30","4,811.02","4,726.35","163.85M","-0.72%"
"10/31/2016","4,801.27","4,821.31","4,823.91","4,801.16","153.18M","-0.09%"
"10/28/2016","4,805.59","4,820.50","4,848.55","4,794.07","170.31M","-0.64%"
"10/27/2016","4,836.45","4,883.07","4,885.83","4,831.69","171.72M","-0.50%"
"10/26/2016","4,860.59","4,863.52","4,886.32","4,846.44","144.42M","-0.63%"
"10/25/2016","4,891.45","4,908.19","4,911.76","4,885.90","127.15M","-0.38%"
"10/24/2016","4,909.97","4,884.16","4,911.59","4,880.77","142.48M","1.20%"
"10/21/2016","4,851.86","4,836.54","4,853.61","4,822.78","178.78M","0.40%"
"10/20/2016","4,832.71","4,831.31","4,842.32","4,805.84","161.44M","-0.08%"
"10/19/2016","4,836.61","4,833.81","4,845.07","4,830.68","134.84M","-0.06%"
"10/18/2016","4,839.72","4,849.91","4,860.68","4,837.31","129.71M","0.91%"
"10/17/2016","4,796.17","4,808.47","4,814.88","4,790.45","118.95M","-0.26%"
"10/14/2016","4,808.48","4,828.90","4,845.99","4,806.73","138.75M","0.11%"
"10/13/2016","4,803.10","4,785.59","4,816.33","4,760.07","145.17M","-0.34%"
"10/12/2016","4,819.64","4,824.27","4,836.55","4,806.33","125.64M","-0.05%"
"10/11/2016","4,821.91","4,890.17","4,890.17","4,804.24","168.91M","-1.47%"
"10/10/2016","4,893.77","4,887.73","4,904.72","4,885.59","118.29M","0.60%"
"10/07/2016","4,864.52","4,883.94","4,884.69","4,840.93","135.69M","-0.19%"
"10/06/2016","4,873.92","4,871.95","4,883.97","4,851.53","134.93M","-0.08%"
